cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"South Dakota",10/18/2016,10/26/2016,"SurveyMonkey","C-",418,"lv",.0901829,32,53,11,,30.51369,53.59453,7.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47597,74487,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Maine",8/4/2016,8/8/2016,"Gravis Marketing","B-",2046,"rv",.0896414,43,33,10,,44.88551,36.9077,7.137208,,"","http://www.breitbart.com/2016-presidential-race/2016/08/11/breitbartgravis-poll-maine-voters-support-clinton-46-trump-36/",44823,68670,8/11/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Arizona",10/20/2016,10/24/2016,"Google Consumer Surveys","B",591,"lv",.0895439,39.71,35.6,6.8,,44.46106,42.78895,5.482765,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47359,74396,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"New Hampshire",10/15/2016,10/19/2016,"Google Consumer Surveys","B",89,"lv",.0894162,41.91,29.45,4.48,,46.77425,37.63734,2.613567,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47133,73766,10/21/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",10/21/2016,10/27/2016,"CVOTER International","C+",1332,"lv",.0887463,48.77,47.39,,,46.02811,44.35001,,,"","http://www.upi.com/Top_News/US/2016/10/31/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-shrinks-to-47/2441477919030/",47789,74809,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Delaware",10/15/2016,10/19/2016,"Google Consumer Surveys","B",113,"lv",.0886379,37.21,28.18,12.04,,42.10657,35.90483,10.17357,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47111,73744,10/21/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Indiana",8/13/2016,8/16/2016,"Monmouth University","A+",403,"lv",.0885739,36,47,10,,36.48628,50.24656,6.920096,,"","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_IN_081716/",44881,68814,8/17/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Alabama",7/19/2016,7/19/2016,"Strategy Research","",4100,"rv",.0884881,33,57,,,34.12071,58.11319,,,"","http://wkrg.com/2016/07/21/trump-wins-alabama-but-some-supporters-may-not-like-him/",44747,68431,8/2/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Minnesota",10/20/2016,10/24/2016,"Google Consumer Surveys","B",596,"lv",.0881226,36.63,29.88,8.21,,41.3739,37.11035,6.892765,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47379,74416,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Georgia",8/4/2016,8/8/2016,"Gravis Marketing","B-",1604,"rv",.0878283,39,43,8,,40.31477,45.96667,5.137209,,"","http://www.breitbart.com/2016-presidential-race/2016/08/10/breitbartgravis-poll-virtual-tie-peach-state-trump-45-clinton-44/",44820,68662,8/11/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Montana",10/18/2016,10/26/2016,"SurveyMonkey","C-",549,"lv",.0874865,35,51,9,,33.50777,51.62871,5.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47582,74472,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"North Dakota",10/18/2016,10/26/2016,"SurveyMonkey","C-",372,"lv",.087274,31,52,12,,29.49621,52.69561,8.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47590,74480,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"New Mexico",10/8/2016,10/16/2016,"SurveyMonkey","C-",889,"lv",.0871725,41,33,18,,39.91375,34.45741,13.71638,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47024,73539,10/18/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"California",10/14/2016,10/20/2016,"Ipsos","A-",503,"lv",.0871223,63.82,25.62,,,62.34072,26.60025,,,"","http://www.reuters.com/statesofthenation/",47188,73865,10/22/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Michigan",10/20/2016,10/24/2016,"Google Consumer Surveys","B",596,"lv",.086712,38.94,32.42,6.06,,43.69487,39.5869,4.742764,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47378,74415,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Georgia",10/20/2016,10/28/2016,"SurveyMonkey","C-",2433,"lv",.0857179,44,45,8,,42.57061,44.98421,4.938689,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47666,74642,10/28/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",10/26/2016,10/28/2016,"The Times-Picayune/Lucid","",2617,"lv",.0856079,43,40,6,,43.05573,42.34209,4.85823,,"","https://luc.id/2016-presidential-tracker/",47854,74882,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",10/6/2016,10/10/2016,"Ipsos","A-",2359,"lv",.0855678,44.3,37.1,5.9,,44.47594,39.40531,4.411063,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46747,73097,10/11/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Nebraska",10/18/2016,10/26/2016,"SurveyMonkey","C-",513,"lv",.0851688,32,51,11,,30.52142,51.54982,7.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47583,74473,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"West Virginia",10/18/2016,10/26/2016,"SurveyMonkey","C-",410,"lv",.0849705,29,60,7,,27.52007,60.55765,3.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47604,74494,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Nevada",10/8/2016,10/16/2016,"SurveyMonkey","C-",884,"lv",.0846556,40,44,9,,38.91084,45.36529,4.716384,,"","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/",47022,73537,10/18/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",8/9/2016,8/15/2016,"Normington, Petts & Associates","C+",1000,"rv",.0846135,45,37,8,,47.13843,43.25826,3.855786,,"","http://www.nbcnews.com/card/poll-clinton-leads-trump-10-points-n633871",44893,68837,8/19/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Virginia",10/20/2016,10/24/2016,"Google Consumer Surveys","B",546,"lv",.0845426,43.11,31.39,7.69,,47.87791,38.48153,6.372764,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47401,74438,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",10/14/2016,10/19/2016,"IBD/TIPP","A-",779,"lv",.0842318,40.2,41.2,7.3,,41.69047,43.28554,4.746729,,"","http://www.investors.com/politics/ibd-tipp-presidential-election-poll/",47092,73709,10/20/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Florida",10/14/2016,10/20/2016,"Ipsos","A-",631,"lv",.083666,48.01,44.38,,,46.87954,45.65243,,,"","http://www.reuters.com/statesofthenation/",47192,73869,10/22/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Mississippi",10/24/2016,10/30/2016,"SurveyMonkey","C-",635,"lv",.0829342,42,47,5,,40.6907,46.31637,2.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47818,74841,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Florida",8/12/2016,8/15/2016,"Monmouth University","A+",402,"lv",.082801,48,39,6,,48.51176,42.41231,2.940291,,"","http://www.politico.com/blogs/swing-states-2016-election/2016/08/poll-clinton-leads-trump-by-9-in-florida-227057",44864,68766,8/16/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",9/27/2016,9/27/2016,"Gravis Marketing","B-",3386,"rv",.0825651,47,43,6,,48.43956,44.54977,3.753973,,"","http://www.oann.com/pollnational/",46302,72385,9/30/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Rhode Island",10/24/2016,10/30/2016,"SurveyMonkey","C-",412,"lv",.0823352,49,36,8,,47.63018,35.55486,5.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47833,74856,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Rhode Island",10/18/2016,10/26/2016,"SurveyMonkey","C-",540,"lv",.0822963,49,37,7,,47.46513,37.87528,3.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47595,74485,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Florida",10/4/2016,10/4/2016,"Gravis Marketing","B-",821,"rv",.0818857,47,45,2,,47.75402,46.68248,.1934316,,"","http://www.breitbart.com/2016-presidential-race/2016/10/07/breitbartgravis-poll-clinton-and-trump-tied-in-florida-rubio-leads-murphy-in-senate-contest/",46545,72777,10/7/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"New Hampshire",10/24/2016,10/30/2016,"SurveyMonkey","C-",635,"lv",.0815222,46,36,12,,44.6343,35.53863,9.33367,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47823,74846,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Vermont",10/24/2016,10/30/2016,"SurveyMonkey","C-",422,"lv",.081513,51,25,9,,49.64014,24.5156,6.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47839,74862,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Delaware",10/18/2016,10/26/2016,"SurveyMonkey","C-",581,"lv",.0812679,53,34,8,,51.53209,34.48816,4.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47564,74454,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Tennessee",10/7/2016,10/20/2016,"Ipsos","A-",433,"lv",.0811078,34.69,44.35,,,33.08848,45.16577,,,"","http://www.reuters.com/statesofthenation/",47222,73899,10/22/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Indiana",10/20/2016,10/24/2016,"Google Consumer Surveys","B",658,"lv",.0810225,34.08,33.95,7.47,,38.85013,41.02869,6.152764,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47371,74408,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Hawaii",10/15/2016,10/19/2016,"Google Consumer Surveys","B",94,"lv",.0805994,49.02,27.28,4.87,,53.89506,35.3126,3.003567,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47114,73747,10/21/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Missouri",10/20/2016,10/24/2016,"Google Consumer Surveys","B",602,"lv",.0802157,34.99,36.54,8.85,,39.7566,43.63911,7.532765,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47380,74417,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Wisconsin",10/20/2016,10/24/2016,"Google Consumer Surveys","B",763,"lv",.0801474,41.78,27.01,6.39,,46.52599,34.2283,5.072764,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47404,74441,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",10/24/2016,10/30/2016,"USC Dornsife/LA Times","",3237,"lv",.0801215,43.2,46.6,,,44.33714,43.75597,,,"","http://cesrusc.org/election/",47853,74880,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Oklahoma",10/18/2016,10/26/2016,"SurveyMonkey","C-",573,"lv",.0796498,31,55,11,,29.54174,55.43235,7.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47592,74482,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Hawaii",10/24/2016,10/30/2016,"SurveyMonkey","C-",437,"lv",.0794818,52,31,7,,50.64516,30.49582,4.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47805,74828,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Delaware",10/24/2016,10/30/2016,"SurveyMonkey","C-",429,"lv",.0794243,51,38,6,,49.66676,37.41069,3.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47802,74825,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Montana",10/24/2016,10/30/2016,"SurveyMonkey","C-",382,"lv",.0787774,38,48,11,,36.65348,47.46304,8.33367,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47820,74843,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Maryland",10/24/2016,10/30/2016,"SurveyMonkey","C-",696,"lv",.078599,63,27,6,,61.67107,26.39373,3.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47814,74837,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Arkansas",10/24/2016,10/30/2016,"SurveyMonkey","C-",446,"lv",.0785373,37,53,5,,35.6694,52.40031,2.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47797,74820,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"New Hampshire",8/7/2016,8/8/2016,"Vox Populi Communications","B",820,"rv",.0783801,41,31,11,,44.45345,38.83174,6.681147,,"","http://www.wmur.com/blob/view/-/41140016/data/1/-/jxy7pq/-/Vox-Populi-Polling-memo.pdf",44819,68657,8/10/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",9/22/2016,9/23/2016,"YouGov","B",1115,"rv",.0783741,44,41,5,,47.03301,44.62438,2.907405,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q8r0rkibs1/econTabReport.pdf",46033,71991,9/25/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"New York",7/13/2016,7/17/2016,"Quinnipiac University","A-",1104,"rv",.0783654,45,33,6,,49.44857,37.70818,1.786235,,"","http://www.newsmax.com/Politics/clinton-trump-quinnipiac-new-york/2016/07/19/id/739311/",44621,68034,7/19/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Washington",10/24/2016,10/30/2016,"SurveyMonkey","C-",699,"lv",.078342,53,34,8,,51.65079,33.47362,5.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47841,74864,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Pennsylvania",8/25/2016,8/29/2016,"Franklin & Marshall College","B+",496,"lv",.0782572,45,40,5,,46.87002,44.45343,1.562624,,"","https://pbs.twimg.com/media/CrRsSXDXYAAyW7A.jpg",45256,69609,9/1/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"New Jersey",10/24/2016,10/30/2016,"SurveyMonkey","C-",674,"lv",.078096,55,34,4,,53.66013,33.43682,1.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47824,74847,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"North Carolina",10/20/2016,10/24/2016,"Google Consumer Surveys","B",573,"lv",.0779232,35.52,39.6,5.85,,40.2999,46.62218,4.532764,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47383,74420,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Arkansas",10/18/2016,10/26/2016,"SurveyMonkey","C-",570,"lv",.077883,34,53,7,,32.53691,53.46027,3.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47559,74449,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",10/13/2016,10/18/2016,"IBD/TIPP","A-",782,"lv",.077564,40,41.3,8,,41.52011,43.47915,5.356941,,"","http://www.investors.com/politics/trump-leads-clinton-by-one-point-going-into-debate-in-ibdtipp-tracking-poll/",47073,73660,10/19/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Oklahoma",10/24/2016,10/30/2016,"SurveyMonkey","C-",430,"lv",.0775596,30,57,11,,28.67204,56.38991,8.33367,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47830,74853,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Tennessee",10/18/2016,10/26/2016,"SurveyMonkey","C-",644,"lv",.0775058,38,50,6,,36.53718,50.45868,2.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47598,74488,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Washington",10/7/2016,10/20/2016,"Ipsos","A-",488,"lv",.0774557,46.14,42.36,,,44.20054,43.13104,,,"","http://www.reuters.com/statesofthenation/",47226,73903,10/22/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Rhode Island",10/15/2016,10/19/2016,"Google Consumer Surveys","B",70,"lv",.0774541,45.07,32.76,4.1,,49.93015,41.00601,2.233567,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47142,73775,10/21/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Idaho",10/24/2016,10/30/2016,"SurveyMonkey","C-",407,"lv",.0771443,31,49,11,,29.65779,48.44604,8.33367,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47806,74829,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Vermont",10/18/2016,10/26/2016,"SurveyMonkey","C-",502,"lv",.0768401,53,24,10,,51.48336,24.76987,6.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47601,74491,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Maryland",10/18/2016,10/26/2016,"SurveyMonkey","C-",1046,"lv",.0767674,62,27,6,,60.53996,27.4426,2.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47576,74466,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Missouri",7/20/2016,7/24/2016,"SurveyUSA","A",1943,"lv",.0765668,37,47,8,,39.55456,47.55917,5.445687,,"","http://www.surveyusa.com/client/PollReport.aspx?g=84afcc98-70ab-4d07-8bfb-258e0d4760bc",44692,68289,7/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Alaska",10/24/2016,10/30/2016,"SurveyMonkey","C-",294,"lv",.0764456,39,47,11,,37.65182,46.46959,8.33367,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47795,74818,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",10/20/2016,10/26/2016,"CVOTER International","C+",1363,"lv",.076374,48.84,46.95,,,46.02401,44.0402,,,"","http://www.upi.com/Top_News/US/2016/10/28/UPICVoter-poll-Clintons-lead-slips-below-2-percent/5601477668222/",47641,74572,10/28/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Idaho",10/18/2016,10/26/2016,"SurveyMonkey","C-",500,"lv",.076159,29,49,15,,27.51567,49.58308,11.65442,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47568,74458,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",10/13/2016,10/15/2016,"Morning Consult","",1737,"lv",.076089,42,36,10,,43.28197,39.8821,6.99203,,"","http://www.politico.com/story/2016/10/poll-41-percent-of-voters-say-the-election-could-be-stolen-from-trump-229871",46876,73336,10/17/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"District of Columbia",10/24/2016,10/30/2016,"SurveyMonkey","C-",314,"lv",.0759346,87,4,4,,85.63004,3.55541,1.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47801,74868,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Connecticut",10/24/2016,10/30/2016,"SurveyMonkey","C-",488,"lv",.0755713,51,39,4,,49.65161,38.47041,1.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47800,74823,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Pennsylvania",8/30/2016,9/2/2016,"YouGov","B",1091,"lv",.074953,45,37,6,,47.17234,39.14156,3.910772,,"","https://www.scribd.com/document/322977191/CBS-News-Battleground-Tracker-Pennsylvania-September-4#from_embed",45321,69702,9/4/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"U.S.",8/26/2016,9/1/2016,"IBD/TIPP","A-",861,"lv",.0748026,39,39,12,,43.00764,41.92379,7.219244,,"","http://www.investors.com/politics/clinton-and-trump-are-tied-in-latest-ibdtipp-poll/",45272,69634,9/2/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"New Jersey",10/20/2016,10/24/2016,"Google Consumer Surveys","B",813,"lv",.0746461,43.94,28.62,4.76,,48.68907,35.82047,3.442765,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47387,74424,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Maine",10/24/2016,10/30/2016,"SurveyMonkey","C-",386,"lv",.0744773,50,38,7,,48.641,37.51221,4.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47813,74836,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"New Hampshire",10/18/2016,10/26/2016,"SurveyMonkey","C-",861,"lv",.0744247,49,35,11,,47.47267,35.8317,7.654415,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47585,74475,10/27/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Indiana",10/7/2016,10/20/2016,"Ipsos","A-",354,"lv",.073909,38.42,49.04,,,35.71648,48.72104,,,"","http://www.reuters.com/statesofthenation/",47196,73873,10/22/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Massachusetts",10/24/2016,10/30/2016,"SurveyMonkey","C-",707,"lv",.073623,58,28,8,,56.63151,27.54963,5.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47815,74838,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Indiana",10/24/2016,10/30/2016,"SurveyMonkey","C-",592,"lv",.0735975,37,49,11,,35.67164,48.39147,8.33367,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47808,74831,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Wyoming",10/24/2016,10/30/2016,"SurveyMonkey","C-",251,"lv",.073471,23,62,8,,21.65713,61.44867,5.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47844,74867,10/31/16,"15:09:38  1 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/1/16,"Illinois",10/24/2016,10/30/2016,"SurveyMonkey","C-",957,"lv",.0734534,53,34,8,,51.66684,33.41037,5.333669,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cps",47807,74830,10/31/16,"15:09:38  1 Nov 2016"
